Userid,Event Name,Latitude,Longitude,Tweet_Timestamp,Event_Timestamp,Hashtags,Category (for our reference),Emotion,Uncertainity,data,Location
hushedChough4,Thanks Giving 2022,34.6937,135.502,11/10/2022 13:07,11/10/2022 11:58,#Fairmont #Scottsdale #stuffing #thanksgiving2022 #thanksgivingeve #thanksgivingdecor #thanksgivingclapback #thanksgivingtable,Social Gathering,joy,0.377937,1-0-3-0-0,Osaka
boredBuck1,Kuttiyatam,10.7867,76.6548,11/11/2022 13:07,11/11/2022 11:58,#ICCR #Kalamandalam #Watch,Concert,happy,0.351619,0-1-0-0-0,Palakkad
somberStork8,Paris Strike,48.8566,2.3522,11/12/2022 13:07,11/12/2022 11:58,#BreakingNews #UltimaHora #Francia #Strike #Greve18Octobre #Huelga,Protest,happy,0.150986,1-0-0-0-0,Paris
jealousPolenta0,Central Pennsylvania Festival of the Arts,41.2033,-77.1945,11/13/2022 13:07,11/13/2022 11:58,#cpartsfestival #artfestival are #artfestival #art #festival #contemporaryart #artist #artwork #musicfestival #photography #music #artfest #Pennsylvania,Festivals,happy,0.396678,0-2-0-0-0,Pennyslavia
mellowDoves9,Cherry Creek Arts Festival,41.2033,-77.1945,11/14/2022 13:07,11/14/2022 11:58,#CherryArts #CherryCreekArtsFestival and #ArtforEveryone,Festivals,happy,0.788564,0-2-0-0-0,Pennyslavia
scornfulSnail0,Standup Comedy - Jerry Seinfeld,33.4484,-112.074,11/15/2022 13:07,11/15/2022 11:58,#standupcomedy #comedy #standup #comedian #funny #jokes #humor #comedyshow #comedians #comedyclub #memes #standupcomedian #comedia #lol #comedycentral #funnyvideos #laugh #hilarious #love #meme #fun #funnymemes #livecomedy #comedynight,Meet,joy,0.136628,0-1-3-2-6,Pheonix
mereFalcon0,Phoenix - Anubhav Singh Bassi Live,33.4484,-112.074,11/16/2022 13:07,11/16/2022 11:58,#anubhavsinghbassi #memes #standupcomedy #memesdaily #zakirkhan #abhishekupmanyu #standup #hindimemesbelike #beabassi #meme #funnymemes #standupcomedian #akashgupta #follow #aib #iitdelhi #iitkanpur #modimemes #indianstandup #modi #amityuniversity #standupcomic,Meet,happy,0.908781,0-1-3-2-6,Pheonix
fondLapwing2,Kannan Gill - Standup,33.4484,-112.074,11/17/2022 13:07,11/17/2022 11:58,#kanangill #kennysebastian #comedy #standupcomedy #netflix #biswakalyanrath #sketchybehaviour #standup #yourssincerely #funny #netflixindia #comicstaan,Meet,joy,0.174726,0-1-3-2-6,Pheonix
cynicalHyena7,Arizona Weather forecast,33.4484,-112.074,11/18/2022 13:07,11/18/2022 11:58,#arizonaweather #arizona #azliving #arizonalife #arizonaliving #azweather #scottsdalearizona #arizonadesert #mesaaz #gilbertarizona #azlife #arizonahomes #arizonarealestate #gilbertaz,Weather forecast,happy,0.188396,0-1-3-2-6,Pheonix
aloofDoves4,AZ election campaign,33.4484,-112.074,11/19/2022 13:07,11/19/2022 11:58,#ONEV1 #DemVoice1 #Dems4USA,political,happy,0.107749,0-1-3-2-6,Pheonix
affectedViper9,AZ election campaign,33.4484,-112.074,11/20/2022 13:07,11/20/2022 11:58,#leadright #BlakeMasters #AZ #election,political,happy,0.763002,0-1-3-2-6,Pheonix
aloofDoves4,AZ election campaign,33.4484,-112.074,11/21/2022 13:07,11/21/2022 11:58,#ONEV1 #DemVoice1 #Dems4USA,political,happy,0.107749,0-1-3-2-6,Pheonix
affectedViper9,AZ election campaign,33.4484,-112.074,11/22/2022 13:07,11/22/2022 11:58,#leadright #BlakeMasters #AZ #election,political,happy,0.763002,0-1-3-2-6,Pheonix
aloofDoves4,AZ election campaign,33.4484,-112.074,11/23/2022 13:07,11/23/2022 11:58,#ONEV1 #DemVoice1 #Dems4USA,political,happy,0.107749,0-1-3-2-6,Pheonix
affectedViper9,AZ election campaign,33.4484,-112.074,11/24/2022 13:07,11/24/2022 11:58,#leadright #BlakeMasters #AZ #election,political,happy,0.763002,0-1-3-2-6,Pheonix
aloofDoves4,AZ election campaign,33.4484,-112.074,11/25/2022 13:07,11/25/2022 11:58,#ONEV1 #DemVoice1 #Dems4USA,political,happy,0.107749,0-1-3-2-6,Pheonix
affectedViper9,AZ election campaign,33.4484,-112.074,11/26/2022 13:07,11/26/2022 11:58,#leadright #BlakeMasters #AZ #election,political,happy,0.763002,0-1-3-2-6,Pheonix
solidDoves5,Independence Day,12.8797,121.774,10/30/2022 13:07,10/30/2022 11:58,#photography #redwhiteandblue #jaihind #patriotic #pakistan #independencedayindia #photooftheday #indianarmy #celebration #summer #bhfyp #follow,Public holidays,happy,0.41894,0-2-3-1-0,Philippines
grumpyPiglet8,Independence Day,12.8797,121.774,10/23/2022 9:51,11/9/2022 1:10,#thaugust #art #starsandstripes #flag #holiday #celebrate #indonesia #instadaily #bharat #family #trending #travel #indianflag #thindependenceday #sale #merdeka,Public holidays,happy,0.759127,0-2-3-1-0,Philippines
enviousChowder7,Independence Day,12.8797,121.774,10/18/2022 16:21,11/15/2022 4:02,#agustus #like #proudindian #fashion #merica #indianindependenceday #godblessamerica #americanflag #covid #explore #delhi #happyfourthofjuly #nature #nigeria,Public holidays,happy,0.402341,0-2-3-1-0,Philippines
lyingWeaver1,Marine Cops Training,32.7157,-117.1611,10/29/2022 12:21,11/3/2022 16:20,#Marines #USMC #military,GeoPolitical,happy,0.150156,0-1-3-3-0,San Diego
amazedOil0,ICML 2022 (Tech conference),37.566,126.978,10/30/2022 12:21,11/4/2022 16:20,#icml #icml2022 #machineLearning #cybersecurity #digitaltransformation #softwaredeveloper #code #neuralnetworks #computer #php #hawaii #research #ieee,Tech conferences,happy,0.692876,0-1-1-1-0,Seoul
shyStork6,ICML 2022 (Tech conference),37.566,126.978,10/31/2022 12:21,11/5/2022 16:20,#hawaii #machinelearningalgorithms #computervision #android #cloud #bhfyp #research #ieee,Tech conferences,happy,0.531394,0-1-1-1-0,Seoul
somberFish6,BTS,37.5665,126.978,11/1/2022 12:21,11/6/2022 16:20,#Allofjm_TH #HappyBirthdayJIMIN #JIMIN #HappyJiminDay #bts #bangtan #birthdaygallery,Concert,joy,0.406106,0-1-1-1-0,Seoul
goofyVenison9,Graduation Ceremony,42.6544,111.604,11/2/2022 12:21,11/7/2022 16:20,#psychology #graduation #classof2022,Meet,happy,0.652192,0-0-1-0-0,Soda Springs
tautMussel3,T20WorldCup2022,-33.8688,151.2093,11/3/2022 12:21,11/8/2022 16:20,#T20WC2022 #ShaheenShahAfridi #shaheenafridi #PAKvsAFG #WarmUpMatch #T20WorldCup2022,Sports,happy,0.926105,0-0-1-1-0,Sydney
mildPaella4,T20WorldCup2022,-33.8688,151.2093,11/4/2022 12:21,11/9/2022 16:20,#INDvsAUS #T20WorldCup2022 #Trending,Sports,happy,0.735457,0-0-1-1-0,Sydney
murkyJaguar6,Halloween Party,33.425,111.94,11/5/2022 12:21,11/10/2022 16:20,#pumpkinpie #celebrate #fun #stuffing #pumpkin #holidayseason #happy #falldecor #spookyseason #vampire #zombie #ghost #halloween,Festival,happy,0.21737,1-2-3-0-0,Tempe
anxiousTermite3,Halloween Party,33.425,111.94,11/6/2022 12:21,11/11/2022 16:20,#halloweencostume #halloween #spooky #horror #spookyseason #stuffing #pumpkin #holidayseason,Social Gathering,fear,0.008213,1-2-3-0-0,Tempe
worriedSnail5,Halloween Party,33.425,111.94,11/7/2022 12:21,11/12/2022 16:20,#horrorart #horrorfan #halloweenparty #horrormovies #trickortreat #halloweenmakeup,Social Gathering,fear,0.491338,1-2-3-0-0,Tempe
wingedPiglet7,Halloween Party,33.425,111.94,11/8/2022 12:21,11/13/2022 16:20,#halloweenvibes #halloweeniscoming #halloweenmakeup #halloweencostume #halloweenparty #halloweenart #ghost,Social Gathering,fear,0.443729,1-2-3-0-0,Tempe
dreadfulZebra6,Weather forecast,33.425,111.94,11/9/2022 12:21,11/14/2022 16:20,#weather #nature #sky #clouds #photooftheday #photography #beautiful #love #rain,Weather forecast,happy,0.90328,1-2-3-0-0,Tempe
mellowWidgeon3,Flight strike,33.425,111.94,11/10/2022 12:21,11/15/2022 16:20,#kwaraconnect #Ilorin #kwara #Durbar #ilorindurbar #festiwal #emirates #horse #horseriding #horsepower #tournigeria #culture #african #africanculture,Protest,anger,0.44757,1-2-3-0-0,Tempe
selfishSmelt6,Tokyo2020,35.6762,139.6503,11/11/2022 12:21,11/16/2022 16:20,#CollegeFootball #AutoRacing #Olympics #WideWorldofSports #AFL #NFL #MLB,Sports,happy,0.976013,0-0-1-0-0,Tokyo
alertDunbird7,TommorowLand Concert,28.4182,-81.5791,11/12/2022 12:21,11/17/2022 16:20,#tommorow #land,Concert,happy,0.043386,0-0-0-1-0,Tommorowland
solidOryx5,China town Traffic,27.92889,-45.8918,11/13/2022 12:21,11/18/2022 16:20,#Toronto #chinatown #streetphotography #signage #traffic #photo #photography #sign,Traffic,anger,0.187576,0-0-1-0-0,Toronto
eagerPonie7,Memorial Day,38.9072,-77.0369,11/14/2022 12:21,11/19/2022 16:20,#memorialday #memorialdayweekend #usa #love #america #memorial #memorialdaysale #mdw #like #memories #military #veterans #summer #thankyou #photooftheday,Public holidays,sadness,0.084695,1-1-0-1-0,Washington D.C
peskySwift9,Memorial Day,38.9072,-77.0369,11/15/2022 12:21,11/20/2022 16:20,#family #memes #redwhiteandblue #instagood #photography #remember #freedom #instagram #happymemorialday #neverforget #covid #honor #army #friends #sale #nyc #fireworks #newyork,Public holidays,sadness,0.262801,1-1-0-1-0,Washington D.C
eagerPonie7,Memorial Day,38.9072,-77.0369,11/16/2022 12:21,11/21/2022 16:20,#memorialday #memorialdayweekend #usa #love #america #memorial #memorialdaysale #mdw #like #memories #military #veterans #summer #thankyou #photooftheday,Public holidays,sadness,0.084695,1-1-0-1-0,Washington D.C
peskySwift9,Memorial Day,38.9072,-77.0369,11/17/2022 12:21,11/22/2022 16:20,#family #memes #redwhiteandblue #instagood #photography #remember #freedom #instagram #happymemorialday #neverforget #covid #honor #army #friends #sale #nyc #fireworks #newyork,Public holidays,sadness,0.262801,1-1-0-1-0,Washington D.C
cruelPear2,Womens World Cup,-41.2924,174.7787,11/18/2022 12:21,11/23/2022 16:20,#womensworldcup #soccer #worldcup #football #uswnt #womenssoccer #fifa #womensfootball #alexmorgan #meganrapinoe #tobinheath #christenpress #lindseyhoran #soccerskills,Sports,happy,0.013151,2-2-2-2-0,Wellington
shyStork6,Womens World Cup,-41.2924,174.7787,11/19/2022 12:21,11/24/2022 16:20,#womenempowerment #roselavelle #emilysonnett #carlilloyd #malpugh #women #woso #abbydahlkemper #soccerskills #kelleyohara #beckysauerbrunn #fawsl #lionesses #tobintuesday #preath #womenempowerment #portlandthornsfc #preathisreal,Sports,happy,0.577098,2-2-2-2-0,Wellington
cruelPear2,Womens World Cup,-41.2924,174.7787,11/20/2022 12:21,11/25/2022 16:20,#womensworldcup #soccer #worldcup #football #uswnt #womenssoccer #fifa #womensfootball #alexmorgan #meganrapinoe #tobinheath #christenpress #lindseyhoran #soccerskills,Sports,happy,0.013151,2-2-2-2-0,Wellington
shyStork6,Womens World Cup,-41.2924,174.7787,11/21/2022 12:21,11/26/2022 16:20,#womenempowerment #roselavelle #emilysonnett #carlilloyd #malpugh #women #woso #abbydahlkemper #soccerskills #kelleyohara #beckysauerbrunn #fawsl #lionesses #tobintuesday #preath #womenempowerment #portlandthornsfc #preathisreal,Sports,happy,0.577098,2-2-2-2-0,Wellington
cruelPear2,Womens World Cup,-41.2924,174.7787,11/22/2022 12:21,11/27/2022 16:20,#womensworldcup #soccer #worldcup #football #uswnt #womenssoccer #fifa #womensfootball #alexmorgan #meganrapinoe #tobinheath #christenpress #lindseyhoran #soccerskills,Sports,happy,0.013151,2-2-2-2-0,Wellington
shyStork6,Womens World Cup,-41.2924,174.7787,11/23/2022 12:21,11/28/2022 16:20,#womenempowerment #roselavelle #emilysonnett #carlilloyd #malpugh #women #woso #abbydahlkemper #soccerskills #kelleyohara #beckysauerbrunn #fawsl #lionesses #tobintuesday #preath #womenempowerment #portlandthornsfc #preathisreal,Sports,happy,0.577098,2-2-2-2-0,Wellington
cruelPear2,Womens World Cup,-41.2924,174.7787,11/24/2022 12:21,11/29/2022 16:20,#womensworldcup #soccer #worldcup #football #uswnt #womenssoccer #fifa #womensfootball #alexmorgan #meganrapinoe #tobinheath #christenpress #lindseyhoran #soccerskills,Sports,happy,0.013151,2-2-2-2-0,Wellington
shyStork6,Womens World Cup,-41.2924,174.7787,11/25/2022 12:21,11/30/2022 16:20,#womenempowerment #roselavelle #emilysonnett #carlilloyd #malpugh #women #woso #abbydahlkemper #soccerskills #kelleyohara #beckysauerbrunn #fawsl #lionesses #tobintuesday #preath #womenempowerment #portlandthornsfc #preathisreal,Sports,happy,0.577098,2-2-2-2-0,Wellington
lazyApples3,Bieber Concert,47.3769,8.5417,10/20/2022 15:53,11/17/2022 13:35,#selenagomez #justinbieber #madhuridixit #mymindandme #haileybieber #mamaraazzi,Concert,happy,0.926937,0-1-1-1-0,Zurich
insecurePonie7,Platinum Jubilee Bank Holiday,6.9271,79.8612,10/18/2022 20:43,11/4/2022 23:15,#PlatinumJuiblee #HM70,Public holidays,happy,0.124311,0-1-1-1-0,Zurich
ferventPlover8,Boxing Day,6.9271,79.8612,10/25/2022 5:20,11/15/2022 13:27,#boxer #training #boxingdrills #kickboxing #boxingfans #boxingfitness #muaythai #fighter #motivation #boxingfamily #workout #champion #boxingislife #boxinggirl #gym #muhammadali,Public holidays,anger,0.09169,0-1-1-1-0,Zurich
